bus_no,now_stop_name,now_stop_lat,now_stop_long,next_stop_name,next_stop_lat,next_stop_long,distance,weather,time,date,day
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,11,12,2024-01-17,Wednesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,11,13,2024-01-17,Wednesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,11,6,2024-01-17,Wednesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,11,5,2024-01-17,Wednesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,11,6,2024-01-17,Wednesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,11,4,2024-01-18,Thursday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,11,9,2024-01-18,Thursday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,11,10,2024-01-18,Thursday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,11,3,2024-01-18,Thursday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,11,5,2024-01-18,Thursday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,11,6,2024-01-18,Thursday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-01-19,Friday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-01-19,Friday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-01-19,Friday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-01-19,Friday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-01-19,Friday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-01-19,Friday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-01-22,Monday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-01-22,Monday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-01-22,Monday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-01-22,Monday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-01-22,Monday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,7,2024-01-22,Monday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,5,2024-01-23,Tuesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-01-23,Tuesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,11,2024-01-23,Tuesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-01-23,Tuesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-01-23,Tuesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-01-23,Tuesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,7,2024-01-24,Wednesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-01-24,Wednesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,12,2024-01-24,Wednesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,5,2024-01-24,Wednesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-01-24,Wednesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-01-24,Wednesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-01-25,Thursday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-01-25,Thursday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-01-25,Thursday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-01-25,Thursday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-01-25,Thursday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-01-25,Thursday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-01-26,Friday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-01-26,Friday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-01-26,Friday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-01-26,Friday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-01-26,Friday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,7,2024-01-26,Friday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,5,2024-01-29,Monday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-01-29,Monday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,11,2024-01-29,Monday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-01-29,Monday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-01-29,Monday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-01-29,Monday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,7,2024-01-30,Tuesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-01-30,Tuesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,12,2024-01-30,Tuesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,5,2024-01-30,Tuesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-01-30,Tuesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-01-30,Tuesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-01-31,Wednesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-01-31,Wednesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-01-31,Wednesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-01-31,Wednesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-01-31,Wednesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-01-31,Wednesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-01,Thursday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-01,Thursday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-02-01,Thursday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-01,Thursday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-02-01,Thursday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,7,2024-02-01,Thursday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,5,2024-02-02,Friday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-02-02,Friday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,11,2024-02-02,Friday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-02,Friday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-02-02,Friday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-02,Friday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,7,2024-02-05,Monday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-02-05,Monday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,12,2024-02-05,Monday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,5,2024-02-05,Monday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-05,Monday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-05,Monday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-06,Tuesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-06,Tuesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-02-06,Tuesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-06,Tuesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-06,Tuesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-06,Tuesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-07,Wednesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-07,Wednesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-02-07,Wednesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-07,Wednesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-02-07,Wednesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,7,2024-02-07,Wednesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,5,2024-02-08,Thursday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-02-08,Thursday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,11,2024-02-08,Thursday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-08,Thursday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-02-08,Thursday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-08,Thursday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,7,2024-02-12,Monday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-02-12,Monday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,12,2024-02-12,Monday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,5,2024-02-12,Monday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-12,Monday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-12,Monday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-13,Tuesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-13,Tuesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-02-13,Tuesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-13,Tuesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-13,Tuesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-13,Tuesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-14,Wednesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-14,Wednesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-02-14,Wednesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-14,Wednesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-02-14,Wednesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,7,2024-02-14,Wednesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,5,2024-02-15,Thursday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-02-15,Thursday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,11,2024-02-15,Thursday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-15,Thursday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,6,2024-02-15,Thursday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-15,Thursday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,7,2024-02-16,Friday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-02-16,Friday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,12,2024-02-16,Friday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,5,2024-02-16,Friday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-16,Friday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-16,Friday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,11,5,2024-02-19,Monday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,11,11,2024-02-19,Monday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,11,12,2024-02-19,Monday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,11,5,2024-02-19,Monday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,11,6,2024-02-19,Monday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,11,7,2024-02-19,Monday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,5,2024-02-20,Tuesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-20,Tuesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,9,2024-02-20,Tuesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,2,2024-02-20,Tuesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-20,Tuesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-20,Tuesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,3,2024-02-21,Wednesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,7,2024-02-21,Wednesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,8,2024-02-21,Wednesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-21,Wednesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,4,2024-02-21,Wednesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,5,2024-02-21,Wednesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-22,Thursday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-22,Thursday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,9,2024-02-22,Thursday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,4,2024-02-22,Thursday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-22,Thursday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,7,2024-02-22,Thursday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-23,Friday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-02-23,Friday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,11,2024-02-23,Friday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-23,Friday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-23,Friday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-23,Friday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-26,Monday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-26,Monday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-02-26,Monday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-26,Monday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-26,Monday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-26,Monday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-27,Tuesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-27,Tuesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-02-27,Tuesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-27,Tuesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-27,Tuesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,7,2024-02-27,Tuesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-28,Wednesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,10,2024-02-28,Wednesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,8,2024-02-28,Wednesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,5,2024-02-28,Wednesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-28,Wednesday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-28,Wednesday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,4,2024-02-29,Thursday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-02-29,Thursday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-02-29,Thursday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-02-29,Thursday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-02-29,Thursday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,0,6,2024-02-29,Thursday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,11,5,2024-03-04,Monday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,11,10,2024-03-04,Monday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,11,11,2024-03-04,Monday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,11,5,2024-03-04,Monday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,11,6,2024-03-04,Monday
2,학사마을,36.362206,127.345455,월드컵경기장역 3번출구,36.367067,127.317019,2.5,11,7,2024-03-04,Monday
2,송강전통시장 버스정류장,36.43552,127.3871,롯데마트 맞은편 데이편의점,36.427262,127.385392,1,0,5,2024-03-05,Tuesday
2,롯데마트 맞은편 데이편의점,36.427262,127.385392,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,5.1,0,9,2024-03-05,Tuesday
2,연구단지 네거리 (대덕고등학고 버스정류장),36.386534,127.378574,유성구청 앞 버스정류장,36.361356,127.356039,3.9,0,10,2024-03-05,Tuesday
2,유성구청 앞 버스정류장,36.361356,127.356039,큰맘할매순대국(충남대점),36.360798,127.349439,0.6,0,3,2024-03-05,Tuesday
2,큰맘할매순대국(충남대점),36.360798,127.349439,학사마을,36.362206,127.345455,1,0,5,2024-03-05,Tuesday
