bus_no,now_stop_name,now_stop_lat,now_stop_long,next_stop_name,next_stop_lat,next_stop_long,distance,weather,time,date,day
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-10,Wednesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,6,2024-01-10,Wednesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,5,2024-01-10,Wednesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-10,Wednesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,6,2024-01-11,Thursday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,3,2024-01-11,Thursday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,4,2024-01-11,Thursday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,4,2024-01-11,Thursday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,7,2024-01-11,Thursday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,2,2024-01-11,Thursday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,6,2024-01-12,Friday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,6,2024-01-12,Friday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,4,2024-01-12,Friday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,3,2024-01-12,Friday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,5,2024-01-12,Friday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,2,2024-01-12,Friday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,5,2024-01-15,Monday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-15,Monday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-15,Monday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-15,Monday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,5,2024-01-15,Monday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-15,Monday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,6,2024-01-16,Tuesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-16,Tuesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,4,2024-01-16,Tuesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-16,Tuesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,5,2024-01-16,Tuesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,2,2024-01-16,Tuesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,11,8,2024-01-17,Wednesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,11,6,2024-01-17,Wednesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,11,6,2024-01-17,Wednesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,11,6,2024-01-17,Wednesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,11,6,2024-01-17,Wednesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,11,3,2024-01-17,Wednesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,11,7,2024-01-18,Thursday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,11,6,2024-01-18,Thursday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,11,7,2024-01-18,Thursday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,11,8,2024-01-18,Thursday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,11,9,2024-01-18,Thursday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,11,2,2024-01-18,Thursday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-01-19,Friday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-19,Friday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,3,2024-01-19,Friday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-19,Friday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-01-19,Friday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-19,Friday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-01-22,Monday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-22,Monday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-22,Monday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-22,Monday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-01-22,Monday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-22,Monday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,6,2024-01-23,Tuesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-23,Tuesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-23,Tuesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-23,Tuesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-01-23,Tuesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-23,Tuesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-01-24,Wednesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,3,2024-01-24,Wednesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-24,Wednesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-24,Wednesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-01-24,Wednesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-24,Wednesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,6,2024-01-25,Thursday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-25,Thursday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-25,Thursday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-25,Thursday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-01-25,Thursday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-25,Thursday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,6,2024-01-26,Friday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-26,Friday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-26,Friday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,7,2024-01-26,Friday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-01-26,Friday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-26,Friday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-01-29,Monday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-29,Monday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-29,Monday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,4,2024-01-29,Monday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-01-29,Monday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-29,Monday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-01-30,Tuesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-30,Tuesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-30,Tuesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-30,Tuesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,4,2024-01-30,Tuesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,2,2024-01-30,Tuesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,8,2024-01-31,Wednesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-01-31,Wednesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-01-31,Wednesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-01-31,Wednesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,5,2024-01-31,Wednesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-01-31,Wednesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-01,Thursday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-01,Thursday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-01,Thursday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,6,2024-02-01,Thursday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-02-01,Thursday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-02-01,Thursday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-02,Friday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-02,Friday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-02,Friday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,6,2024-02-02,Friday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-02-02,Friday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-02-02,Friday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-05,Monday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,5,2024-02-05,Monday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-05,Monday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-02-05,Monday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-02-05,Monday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,2,2024-02-05,Monday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,8,2024-02-06,Tuesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-06,Tuesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-06,Tuesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-02-06,Tuesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,5,2024-02-06,Tuesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-02-06,Tuesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-07,Wednesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-07,Wednesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-07,Wednesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,6,2024-02-07,Wednesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-02-07,Wednesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-02-07,Wednesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-08,Thursday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-08,Thursday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,4,2024-02-08,Thursday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-02-08,Thursday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-02-08,Thursday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-02-08,Thursday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,6,2024-02-12,Monday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-12,Monday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-12,Monday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-02-12,Monday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-02-12,Monday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,2,2024-02-12,Monday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-13,Tuesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-13,Tuesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-13,Tuesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-02-13,Tuesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,4,2024-02-13,Tuesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,1,2024-02-13,Tuesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-14,Wednesday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-14,Wednesday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-14,Wednesday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-02-14,Wednesday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-02-14,Wednesday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,2,2024-02-14,Wednesday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-15,Thursday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,4,2024-02-15,Thursday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-15,Thursday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-02-15,Thursday
1,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,GS 충대 앞 주유소,36.361253,127.344114,1.8,0,6,2024-02-15,Thursday
1,GS 충대 앞 주유소,36.361253,127.344114,유성문화원,36.36007,127.341169,0.5,0,2,2024-02-15,Thursday
1,오정동 육교 밑(국민연금북대전지사),36.358602,127.412893,재뜰네거리(샘머리A부근),36.358013,127.395171,2.2,0,7,2024-02-16,Friday
1,재뜰네거리(샘머리A부근),36.358013,127.395171,정부청사 4번출구 앞,36.357934,127.381689,1.2,0,6,2024-02-16,Friday
1,정부청사 4번출구 앞,36.357934,127.381689,갈마역,36.357907,127.372136,0.9,0,5,2024-02-16,Friday
1,갈마역,36.357907,127.372136,월평역 버스정류장(이마트 트레이더스 맞은편),36.358705,127.362427,0.9,0,5,2024-02-16,Friday
